signal_date,code,ticker,signal_id,model_version,ver6_selected,ver7_entry,entry_price,return_5d,mfe_5d,mae_5d,efficiency_5d,exit_date_5d,return_10d,mfe_10d,mae_10d,efficiency_10d,exit_date_10d
2026-08-18 00:00:00,5019,5019.T,5019_20260818_01,7.0,False,True,1370.5,0.5837285662167124,1.9336008755928449,-3.429405326523172,0.5638297872340404,2026-08-25,8.17219992703393,8.17219992703393,-3.429405326523172,2.382978723404252,2026-09-01
2026-08-18 00:00:00,8316,8316.T,8316_20260818_01,7.0,False,True,6900.0,-3.869565217391302,-2.898550724637683,-6.275362318840583,-0.4618937644341802,2026-08-25,1.5797101449275264,2.07246376811594,-6.275362318840583,0.3302540415704382,2026-09-01
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,,,,,,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,,,,,,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,,,,,,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,,,,,,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1715.5,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1779.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1535.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,True,4945.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2753.5,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,False,True,2103.5,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,,,,,,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,,,,,,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,False,True,2103.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1715.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,True,4945.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1535.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1779.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2753.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1702.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1786.5,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1539.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4927.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2126.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2406.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2582.0,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,-7.279344858962689,-1.273885350318471,-8.043676069153772,-0.1583710407239819,2026-08-25,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,,,,,,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,,,,,,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,,,,,,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,False,True,2103.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1715.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,True,4945.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1535.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1779.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2753.5,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2126.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4927.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1539.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1786.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2406.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2582.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1702.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1734.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1813.5,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1571.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,5072.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2119.0,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,False,True,3084.0,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2415.0,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2591.5,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,-7.279344858962689,-1.273885350318471,-8.043676069153772,-0.1583710407239819,2026-08-25,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,1.533283470456248,4.487658937920713,-0.4487658937920691,10.00000000000005,2026-08-26,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,4.609053497942384,4.97942386831276,-2.1604938271604923,2.304761904761908,2026-08-26,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,2.6846756711689235,4.018676004669008,0.1834250458562669,21.90909090909029,2026-08-26,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,3.6718981344388446,4.441812259401834,-0.7699141249629893,5.769230769230734,2026-08-26,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,3.6166697264549352,4.681476041857913,-1.230034881586195,3.805970149253736,2026-08-26,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,6.227227558794302,6.989069228221267,-0.8280887711162643,8.439999999999996,2026-08-26,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,3.904170363797688,4.939367051168286,-0.3549245785270605,13.916666666666744,2026-08-27,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,1.519081141163392,3.519822156354202,-0.7039644312708426,4.999999999999984,2026-08-27,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,-0.8066649034646933,2.618354932557532,-2.36709865115049,1.1061452513966508,2026-08-27,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,-1.3354569958343498,1.1761823082577785,-4.165645675079633,0.2823529411764705,2026-08-27,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,4.012521343198627,4.524758110415483,-0.8252703471826939,5.482758620689684,2026-08-27,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,6.5088757396449815,6.804733727810652,-1.4792899408283988,4.600000000000012,2026-08-27,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,1.2903225806451646,3.186705767350939,-1.2903225806451646,2.4696969696969715,2026-08-27,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,-1.1579818031430933,1.530190239867668,-1.8610421836228297,0.8222222222222266,2026-08-27,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,2.779108768567329,4.120747484427412,-0.7906085289889786,5.212121212121223,2026-08-27,,,,,
,7269,7269.T,7269_20260818_01,7.0,False,True,2103.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1715.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,True,4945.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1535.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1779.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2753.5,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2126.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4927.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1539.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1786.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2406.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2582.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1702.0,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2415.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2119.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,5072.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1571.5,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1813.5,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,False,True,3084.0,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2591.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1734.0,,,,,,,,,,
,9432,9432.T,9432_20260827_01,7.0,False,True,167.6,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2590.5,,,,,,,,,,
,8308,8308.T,8308_20260827_01,7.0,False,True,2430.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1756.5,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,True,1620.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1827.5,,,,,,,,,,
,8750,8750.T,8750_20260827_02,7.0,True,False,1817.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,5042.0,,,,,,,,,,
,8411,8411.T,8411_20260818_01,7.0,False,True,8326.0,,,,,,,,,,
,8354,8354.T,8354_20260821_01,7.0,False,True,7733.0,,,,,,,,,,
,2914,2914.T,2914_20260821_01,7.0,False,True,7014.0,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,-7.279344858962689,-1.273885350318471,-8.043676069153772,-0.1583710407239819,2026-08-25,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,6.227227558794302,6.989069228221267,-0.8280887711162643,8.439999999999996,2026-08-26,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,1.533283470456248,4.487658937920713,-0.4487658937920691,10.00000000000005,2026-08-26,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,4.609053497942384,4.97942386831276,-2.1604938271604923,2.304761904761908,2026-08-26,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,2.6846756711689235,4.018676004669008,0.1834250458562669,21.90909090909029,2026-08-26,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,3.6718981344388446,4.441812259401834,-0.7699141249629893,5.769230769230734,2026-08-26,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,3.6166697264549352,4.681476041857913,-1.230034881586195,3.805970149253736,2026-08-26,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,5.950032873109801,6.804733727810652,-1.4792899408283988,4.600000000000012,2026-08-27,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,-1.3354569958343498,1.1761823082577785,-4.165645675079633,0.2823529411764705,2026-08-27,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,-1.5075376884422065,2.618354932557532,-2.36709865115049,1.1061452513966508,2026-08-27,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,1.519081141163392,3.519822156354202,-0.7039644312708426,4.999999999999984,2026-08-27,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,3.7564029595902095,4.524758110415483,-0.8252703471826939,5.482758620689684,2026-08-27,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,2.2520364159080097,4.120747484427412,-0.7906085289889786,5.212121212121223,2026-08-27,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,1.8572825024437911,3.186705767350939,-1.2903225806451646,2.4696969696969715,2026-08-27,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,-1.1166253101737025,1.530190239867668,-1.8610421836228297,0.8222222222222266,2026-08-27,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,4.170363797693,4.939367051168286,-0.3549245785270605,13.916666666666744,2026-08-27,,,,,
,7269,7269.T,7269_20260818_01,7.0,False,True,2103.5,3.042548134062284,3.304017114333257,-1.02210601378655,3.232558139534875,2026-08-28,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1715.5,4.167881084232006,4.809093558729227,-1.0492567764500138,4.58333333333333,2026-08-28,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,True,4945.0,3.4175935288169867,3.842264914054594,-1.7391304347826098,2.20930232558139,2026-08-28,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1535.0,7.003257328990231,7.622149837133539,-1.140065146579805,6.685714285714274,2026-08-28,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1779.0,5.059021922428331,5.340078695896566,-0.6464305789769531,8.260869565217387,2026-08-28,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2753.5,2.4332667514072925,3.5409478845106257,-1.2529507899037615,2.826086956521735,2026-08-28,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2126.5,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4927.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1539.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1786.5,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2406.5,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2582.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1702.0,,,,,,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2415.0,,,,,,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2119.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,5072.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1571.5,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1813.5,,,,,,,,,,
,2503,2503.T,2503_20260818_01,7.0,False,True,3084.0,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2591.5,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1734.0,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1827.5,,,,,,,,,,
,8750,8750.T,8750_20260827_02,7.0,True,False,1817.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,5042.0,,,,,,,,,,
,8411,8411.T,8411_20260818_01,7.0,False,True,8326.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,True,1620.0,,,,,,,,,,
,8354,8354.T,8354_20260821_01,7.0,False,True,7733.0,,,,,,,,,,
,2914,2914.T,2914_20260821_01,7.0,False,True,7014.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1756.5,,,,,,,,,,
,8308,8308.T,8308_20260827_01,7.0,False,True,2430.0,,,,,,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2590.5,,,,,,,,,,
,9432,9432.T,9432_20260827_01,7.0,False,True,167.6,,,,,,,,,,
,6178,6178.T,6178_20260828_01,7.0,False,True,2425.5,,,,,,,,,,
,8015,8015.T,8015_20260828_01,7.0,False,True,7583.0,,,,,,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1787.0,,,,,,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1642.5,,,,,,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1869.5,,,,,,,,,,
,8411,8411.T,8411_20260818_01,7.0,True,True,8449.0,,,,,,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,5115.0,,,,,,,,,,
,8331,8331.T,8331_20260818_01,7.0,False,True,2822.0,,,,,,,,,,
,8354,8354.T,8354_20260821_01,7.0,False,True,7861.0,,,,,,,,,,
,8316,8316.T,8316_20260827_02,7.0,False,True,6881.0,,,,,,,,,,
,9766,9766.T,9766_20260824_01,7.0,False,True,22185.0,,,,,,,,,,
,8308,8308.T,8308_20260827_01,7.0,False,True,2520.0,,,,,,,,,,
,4631,4631.T,4631_20260818_01,7.0,True,False,5495.0,-7.279344858962689,-1.273885350318471,-8.043676069153772,-0.1583710407239819,2026-08-25,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4860.0,4.609053497942384,4.97942386831276,-2.1604938271604923,2.304761904761908,2026-08-26,,,,,
,2503,2503.T,2503_20260818_01,7.0,True,False,2998.5,2.6846756711689235,4.018676004669008,0.1834250458562669,21.90909090909029,2026-08-26,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1337.0,1.533283470456248,4.487658937920713,-0.4487658937920691,10.00000000000005,2026-08-26,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1688.5,3.6718981344388446,4.441812259401834,-0.7699141249629893,5.769230769230734,2026-08-26,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2723.5,3.6166697264549352,4.681476041857913,-1.230034881586195,3.805970149253736,2026-08-26,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1509.5,6.227227558794302,6.989069228221267,-0.8280887711162643,8.439999999999996,2026-08-26,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1521.0,5.950032873109801,6.804733727810652,-1.4792899408283988,4.600000000000012,2026-08-27,,,,,
,4021,4021.T,4021_20260818_01,7.0,False,True,8162.0,-1.3354569958343498,1.1761823082577785,-4.165645675079633,0.2823529411764705,2026-08-27,,,,,
,5101,5101.T,5101_20260818_01,7.0,True,False,7562.0,-1.5075376884422065,2.618354932557532,-2.36709865115049,1.1061452513966508,2026-08-27,,,,,
,5019,5019.T,5019_20260818_01,7.0,False,True,1349.5,1.519081141163392,3.519822156354202,-0.7039644312708426,4.999999999999984,2026-08-27,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1757.0,3.7564029595902095,4.524758110415483,-0.8252703471826939,5.482758620689684,2026-08-27,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,True,2087.0,2.2520364159080097,4.120747484427412,-0.7906085289889786,5.212121212121223,2026-08-27,,,,,
,9503,9503.T,9503_20260820_01,7.0,False,True,2557.5,1.8572825024437911,3.186705767350939,-1.2903225806451646,2.4696969696969715,2026-08-27,,,,,
,4503,4503.T,4503_20260820_01,7.0,False,True,2418.0,-1.1166253101737025,1.530190239867668,-1.8610421836228297,0.8222222222222266,2026-08-27,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1690.5,4.170363797693,4.939367051168286,-0.3549245785270605,13.916666666666744,2026-08-27,,,,,
,8331,8331.T,8331_20260818_01,7.0,True,False,2753.5,2.215362266206644,3.5409478845106257,-1.2529507899037615,2.826086956521735,2026-08-28,,,,,
,7269,7269.T,7269_20260818_01,7.0,False,True,2103.5,3.161397670549082,3.304017114333257,-1.02210601378655,3.232558139534875,2026-08-28,,,,,
,8604,8604.T,8604_20260818_01,7.0,True,False,1535.0,6.970684039087938,7.622149837133539,-1.140065146579805,6.685714285714274,2026-08-28,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,True,4945.0,3.4175935288169867,3.842264914054594,-1.7391304347826098,2.20930232558139,2026-08-28,,,,,
,8309,8309.T,8309_20260818_01,7.0,True,False,1715.5,4.313611192072275,4.809093558729227,-1.0492567764500138,4.58333333333333,2026-08-28,,,,,
,8601,8601.T,8601_20260818_01,7.0,True,False,1779.0,4.721753794266448,5.340078695896566,-0.6464305789769531,8.260869565217387,2026-08-28,,,,,
,7269,7269.T,7269_20260818_01,7.0,True,False,2126.5,3.644486245003531,3.879614389842456,-0.446743475193978,8.684210526315823,2026-08-31,,,,,
,8725,8725.T,8725_20260818_01,7.0,True,False,4927.0,2.9226709965496145,4.221635883905006,0.9133346864217629,4.622222222222188,2026-08-31,,,,,
